target,MAE,RMSE,R2
AvgLapTime,9.876965428713605,18.813654244977947,0.02706855654239603
ConstructorPoints,2.1932313633270133,3.4041083059994404,0.5018417291881506
FinishPosition,3.6631343754502743,4.626458865359412,0.3857608710712876
