model,target,MAE,RMSE,R2
RandomForest_v2,FinishPosition,3.1972456726940224,4.106061873182171,0.47412930477506277
XGBoost_v2,FinishPosition,3.198001047375546,4.228097493907508,0.44240614733879347
RandomForest_v2,AvgLapTime,12.220767551526961,26.89494100776091,0.15576717640220972
XGBoost_v2,AvgLapTime,12.186095943358515,26.96412629896806,0.15141813398981296
RandomForest_v2,ConstructorPoints,3.1714359837231942,4.681063320099506,0.5873552739997292
XGBoost_v2,ConstructorPoints,3.123837611550205,4.724659095068581,0.5796333801557543
