raceId,year,round,circuitId,date,safety_car
774,1958,10,14,1958-09-07,0
775,1958,11,64,1958-10-19,0
776,1957,1,25,1957-01-13,0
777,1957,2,6,1957-05-19,0
778,1957,3,19,1957-05-30,0
779,1957,4,53,1957-07-07,0
780,1957,5,58,1957-07-20,0
781,1957,6,20,1957-08-04,0
782,1957,7,65,1957-08-18,0
783,1957,8,14,1957-09-08,0
784,1956,1,25,1956-01-22,0
785,1956,2,6,1956-05-13,0
786,1956,3,19,1956-05-30,0
787,1956,4,13,1956-06-03,0
788,1956,5,55,1956-07-01,0
789,1956,6,9,1956-07-14,0
790,1956,7,20,1956-08-05,0
791,1956,8,14,1956-09-02,0
792,1955,1,25,1955-01-16,0
793,1955,2,6,1955-05-22,0
794,1955,3,19,1955-05-30,0
795,1955,4,13,1955-06-05,0
796,1955,5,39,1955-06-19,0
797,1955,6,58,1955-07-16,0
798,1955,7,14,1955-09-11,0
799,1954,1,25,1954-01-17,0
800,1954,2,19,1954-05-31,0
801,1954,3,13,1954-06-20,0
802,1954,4,55,1954-07-04,0
803,1954,5,9,1954-07-17,0
804,1954,6,20,1954-08-01,0
805,1954,7,66,1954-08-22,0
806,1954,8,14,1954-09-05,0
807,1954,9,67,1954-10-24,0
808,1953,1,25,1953-01-18,0
809,1953,2,19,1953-05-30,0
810,1953,3,39,1953-06-07,0
811,1953,4,13,1953-06-21,0
812,1953,5,55,1953-07-05,0
813,1953,6,9,1953-07-18,0
814,1953,7,20,1953-08-02,0
815,1953,8,66,1953-08-23,0
816,1953,9,14,1953-09-13,0
817,1952,1,66,1952-05-18,0
818,1952,2,19,1952-05-30,0
819,1952,3,13,1952-06-22,0
820,1952,4,53,1952-07-06,0
821,1952,5,9,1952-07-19,0
822,1952,6,20,1952-08-03,0
823,1952,7,39,1952-08-17,0
824,1952,8,14,1952-09-07,0
825,1951,1,66,1951-05-27,0
826,1951,2,19,1951-05-30,0
827,1951,3,13,1951-06-17,0
828,1951,4,55,1951-07-01,0
829,1951,5,9,1951-07-14,0
830,1951,6,20,1951-07-29,0
831,1951,7,14,1951-09-16,0
832,1951,8,67,1951-10-28,0
833,1950,1,9,1950-05-13,0
834,1950,2,6,1950-05-21,0
835,1950,3,19,1950-05-30,0
836,1950,4,66,1950-06-04,0
837,1950,5,13,1950-06-18,0
838,1950,6,55,1950-07-02,0
839,1950,7,14,1950-09-03,0
841,2011,1,1,2011-03-27,0
842,2011,2,2,2011-04-10,0
843,2011,3,17,2011-04-17,0
844,2011,4,5,2011-05-08,0
845,2011,5,4,2011-05-22,0
846,2011,6,6,2011-05-29,0
847,2011,7,7,2011-06-12,0
848,2011,8,12,2011-06-26,0
849,2011,9,9,2011-07-10,0
850,2011,10,20,2011-07-24,0
851,2011,11,11,2011-07-31,0
852,2011,12,13,2011-08-28,0
853,2011,13,14,2011-09-11,0
854,2011,14,15,2011-09-25,0
855,2011,15,22,2011-10-09,0
856,2011,16,35,2011-10-16,0
857,2011,17,68,2011-10-30,0
858,2011,18,24,2011-11-13,0
859,2011,19,18,2011-11-27,0
860,2012,1,1,2012-03-18,0
861,2012,2,2,2012-03-25,0
862,2012,3,17,2012-04-15,0
863,2012,4,3,2012-04-22,0
864,2012,5,4,2012-05-13,0
865,2012,6,6,2012-05-27,0
866,2012,7,7,2012-06-10,0
867,2012,8,12,2012-06-24,0
868,2012,9,9,2012-07-08,0
869,2012,10,10,2012-07-22,0
870,2012,11,11,2012-07-29,0
871,2012,12,13,2012-09-02,0
872,2012,13,14,2012-09-09,0
873,2012,14,15,2012-09-23,0
874,2012,15,22,2012-10-07,0
875,2012,16,35,2012-10-14,0
876,2012,17,68,2012-10-28,0
877,2012,18,24,2012-11-04,0
878,2012,19,69,2012-11-18,0
879,2012,20,18,2012-11-25,0
880,2013,1,1,2013-03-17,0
881,2013,2,2,2013-03-24,0
882,2013,3,17,2013-04-14,0
883,2013,4,3,2013-04-21,0
884,2013,5,4,2013-05-12,0
885,2013,6,6,2013-05-26,0
886,2013,7,7,2013-06-09,0
887,2013,8,9,2013-06-30,0
888,2013,9,20,2013-07-07,0
890,2013,10,11,2013-07-28,0
891,2013,11,13,2013-08-25,0
892,2013,12,14,2013-09-08,0
893,2013,13,15,2013-09-22,0
894,2013,14,35,2013-10-06,0
895,2013,15,22,2013-10-13,0
896,2013,16,68,2013-10-27,0
897,2013,17,24,2013-11-03,0
898,2013,18,69,2013-11-17,0
899,2013,19,18,2013-11-24,0
900,2014,1,1,2014-03-16,0
901,2014,2,2,2014-03-30,0
902,2014,3,3,2014-04-06,0
903,2014,4,17,2014-04-20,0
904,2014,5,4,2014-05-11,0
905,2014,6,6,2014-05-25,0
906,2014,7,7,2014-06-08,0
907,2014,8,70,2014-06-22,0
908,2014,9,9,2014-07-06,0
909,2014,10,10,2014-07-20,0
910,2014,11,11,2014-07-27,0
911,2014,12,13,2014-08-24,0
912,2014,13,14,2014-09-07,0
913,2014,14,15,2014-09-21,0
914,2014,15,22,2014-10-05,0
915,2014,16,71,2014-10-12,0
916,2014,17,69,2014-11-02,0
917,2014,18,18,2014-11-09,0
918,2014,19,24,2014-11-23,0
931,2015,6,6,2015-05-24,0
932,2015,7,7,2015-06-07,0
929,2015,4,3,2015-04-19,0
930,2015,5,4,2015-05-10,0
928,2015,3,17,2015-04-12,0
926,2015,1,1,2015-03-15,0
927,2015,2,2,2015-03-29,0
933,2015,8,70,2015-06-21,0
934,2015,9,9,2015-07-05,0
936,2015,10,11,2015-07-26,0
937,2015,11,13,2015-08-23,0
938,2015,12,14,2015-09-06,0
939,2015,13,15,2015-09-20,0
940,2015,14,22,2015-09-27,0
941,2015,15,71,2015-10-11,0
942,2015,16,69,2015-10-25,0
943,2015,17,32,2015-11-01,0
944,2015,18,18,2015-11-15,0
945,2015,19,24,2015-11-29,0
948,2016,1,1,2016-03-20,0
949,2016,2,3,2016-04-03,0
950,2016,3,17,2016-04-17,0
951,2016,4,71,2016-05-01,0
952,2016,5,4,2016-05-15,0
953,2016,6,6,2016-05-29,0
954,2016,7,7,2016-06-12,0
955,2016,8,73,2016-06-19,0
956,2016,9,70,2016-07-03,0
957,2016,10,9,2016-07-10,0
958,2016,11,11,2016-07-24,0
959,2016,12,10,2016-07-31,0
960,2016,13,13,2016-08-28,0
961,2016,14,14,2016-09-04,0
962,2016,15,15,2016-09-18,0
963,2016,16,2,2016-10-02,0
964,2016,17,22,2016-10-09,0
965,2016,18,69,2016-10-23,0
966,2016,19,32,2016-10-30,0
967,2016,20,18,2016-11-13,0
968,2016,21,24,2016-11-27,0
969,2017,1,1,2017-03-26,0
970,2017,2,17,2017-04-09,0
971,2017,3,3,2017-04-16,0
972,2017,4,71,2017-04-30,0
973,2017,5,4,2017-05-14,0
974,2017,6,6,2017-05-28,0
975,2017,7,7,2017-06-11,0
976,2017,8,73,2017-06-25,0
977,2017,9,70,2017-07-09,0
978,2017,10,9,2017-07-16,0
979,2017,11,11,2017-07-30,0
980,2017,12,13,2017-08-27,0
981,2017,13,14,2017-09-03,0
982,2017,14,15,2017-09-17,0
983,2017,15,2,2017-10-01,0
984,2017,16,22,2017-10-08,0
985,2017,17,69,2017-10-22,0
986,2017,18,32,2017-10-29,0
987,2017,19,18,2017-11-12,0
988,2017,20,24,2017-11-26,0
989,2018,1,1,2018-03-25,0
990,2018,2,3,2018-04-08,0
991,2018,3,17,2018-04-15,0
992,2018,4,73,2018-04-29,0
993,2018,5,4,2018-05-13,0
994,2018,6,6,2018-05-27,0
995,2018,7,7,2018-06-10,0
996,2018,8,34,2018-06-24,0
997,2018,9,70,2018-07-01,0
998,2018,10,9,2018-07-08,0
999,2018,11,10,2018-07-22,0
1000,2018,12,11,2018-07-29,0
1001,2018,13,13,2018-08-26,0
1002,2018,14,14,2018-09-02,0
1003,2018,15,15,2018-09-16,0
1004,2018,16,71,2018-09-30,0
1005,2018,17,22,2018-10-07,0
1006,2018,18,69,2018-10-21,0
1007,2018,19,32,2018-10-28,0
1008,2018,20,18,2018-11-11,0
1009,2018,21,24,2018-11-25,0
1010,2019,1,1,2019-03-17,0
1011,2019,2,3,2019-03-31,0
1012,2019,3,17,2019-04-14,0
1013,2019,4,73,2019-04-28,0
1014,2019,5,4,2019-05-12,0
1015,2019,6,6,2019-05-26,0
1016,2019,7,7,2019-06-09,0
1017,2019,8,34,2019-06-23,0
1018,2019,9,70,2019-06-30,0
1019,2019,10,9,2019-07-14,0
1020,2019,11,10,2019-07-28,0
1021,2019,12,11,2019-08-04,0
1022,2019,13,13,2019-09-01,0
1023,2019,14,14,2019-09-08,0
1024,2019,15,15,2019-09-22,0
1025,2019,16,71,2019-09-29,0
1026,2019,17,22,2019-10-13,0
1027,2019,18,32,2019-10-27,0
1028,2019,19,69,2019-11-03,0
1029,2019,20,18,2019-11-17,0
1030,2019,21,24,2019-12-01,0
1031,2020,1,70,2020-07-05,0
1032,2020,2,70,2020-07-12,0
1033,2020,3,11,2020-07-19,0
1034,2020,4,9,2020-08-02,0
1035,2020,5,9,2020-08-09,0
1036,2020,6,4,2020-08-16,0
1037,2020,7,13,2020-08-30,0
1038,2020,8,14,2020-09-06,0
1039,2020,9,76,2020-09-13,0
1040,2020,10,71,2020-09-27,0
1041,2020,11,20,2020-10-11,0
1042,2020,12,75,2020-10-25,0
1043,2020,13,21,2020-11-01,0
1044,2020,14,5,2020-11-15,0
1045,2020,15,3,2020-11-29,0
1046,2020,16,3,2020-12-06,0
1047,2020,17,24,2020-12-13,0
1053,2021,2,21,2021-04-18,0
1074,2022,1,3,2022-03-20,0
1052,2021,1,3,2021-03-28,0
1051,2021,20,78,2021-11-21,0
1054,2021,3,75,2021-05-02,0
1055,2021,4,4,2021-05-09,0
1056,2021,5,6,2021-05-23,0
1057,2021,6,73,2021-06-06,0
1058,2021,8,70,2021-06-27,0
1059,2021,7,34,2021-06-20,0
1060,2021,9,70,2021-07-04,0
1061,2021,10,9,2021-07-18,0
1062,2021,11,11,2021-08-01,0
1063,2021,12,13,2021-08-29,0
1064,2021,13,39,2021-09-05,0
1065,2021,14,14,2021-09-12,0
1066,2021,15,71,2021-09-26,0
1067,2021,16,5,2021-10-10,0
1069,2021,17,69,2021-10-24,0
1070,2021,18,32,2021-11-07,0
1071,2021,19,18,2021-11-14,0
1072,2021,21,77,2021-12-05,0
1073,2021,22,24,2021-12-12,0
1075,2022,2,77,2022-03-27,0
1076,2022,3,1,2022-04-10,0
1077,2022,4,21,2022-04-24,0
1078,2022,5,79,2022-05-08,0
1079,2022,6,4,2022-05-22,0
1080,2022,7,6,2022-05-29,0
1081,2022,8,73,2022-06-12,0
1082,2022,9,7,2022-06-19,0
1083,2022,10,9,2022-07-03,0
1084,2022,11,70,2022-07-10,0
1085,2022,12,34,2022-07-24,0
1086,2022,13,11,2022-07-31,0
1087,2022,14,13,2022-08-28,0
1088,2022,15,39,2022-09-04,0
1089,2022,16,14,2022-09-11,0
1091,2022,17,15,2022-10-02,0
1092,2022,18,22,2022-10-09,0
1093,2022,19,69,2022-10-23,0
1094,2022,20,32,2022-10-30,0
1095,2022,21,18,2022-11-13,0
1096,2022,22,24,2022-11-20,0
1098,2023,1,3,2023-03-05,0
1099,2023,2,77,2023-03-19,0
1100,2023,3,1,2023-04-02,0
1101,2023,4,73,2023-04-30,0
1102,2023,5,79,2023-05-07,0
1104,2023,6,6,2023-05-28,0
1105,2023,7,4,2023-06-04,0
1106,2023,8,7,2023-06-18,0
1107,2023,9,70,2023-07-02,0
1108,2023,10,9,2023-07-09,0
1109,2023,11,11,2023-07-23,0
1110,2023,12,13,2023-07-30,0
1111,2023,13,39,2023-08-27,0
1112,2023,14,14,2023-09-03,0
1113,2023,15,15,2023-09-17,0
1114,2023,16,22,2023-09-24,0
1115,2023,17,78,2023-10-08,0
1116,2023,18,69,2023-10-22,0
1117,2023,19,32,2023-10-29,0
1118,2023,20,18,2023-11-05,0
1119,2023,21,80,2023-11-19,0
1120,2023,22,24,2023-11-26,0
1121,2024,1,3,2024-03-02,0
1122,2024,2,77,2024-03-09,0
1123,2024,3,1,2024-03-24,0
1124,2024,4,22,2024-04-07,0
1125,2024,5,17,2024-04-21,0
1126,2024,6,79,2024-05-05,0
1127,2024,7,21,2024-05-19,0
1128,2024,8,6,2024-05-26,0
1129,2024,9,7,2024-06-09,0
1130,2024,10,4,2024-06-23,0
1131,2024,11,70,2024-06-30,0
1132,2024,12,9,2024-07-07,0
1133,2024,13,11,2024-07-21,0
1134,2024,14,13,2024-07-28,0
1135,2024,15,39,2024-08-25,0
1136,2024,16,14,2024-09-01,0
1137,2024,17,73,2024-09-15,0
1138,2024,18,15,2024-09-22,0
1139,2024,19,69,2024-10-20,0
1140,2024,20,32,2024-10-27,0
1141,2024,21,18,2024-11-03,0
1142,2024,22,80,2024-11-23,0
1143,2024,23,78,2024-12-01,0
1144,2024,24,24,2024-12-08,0
