driverId,avg_finish,finish_std,avg_laptime,laptime_std,avg_grid_delta,avg_points,race_count,cluster,cluster_label
50,13.808988764044944,4.089555445095307,94.9976599632042,13.76532739820589,3.02247191011236,0.0786516853932584,89,0,Midfield
51,14.466666666666669,3.067494712224262,99.74681656368118,25.29664616513093,2.6,0.0666666666666666,15,0,Midfield
52,13.333333333333334,3.2003787654626508,90.82150795730712,11.612185534154523,3.583333333333333,0.0833333333333333,12,0,Midfield
54,13.153846153846152,4.278748918514886,90.84944069458776,12.640143351988543,3.692307692307693,0.0,13,0,Midfield
55,10.085106382978724,5.665704360672155,94.15113135785236,13.311307006459025,1.0638297872340423,1.053191489361702,94,1,Elite
56,9.623853211009177,6.140015971184573,94.15295943678268,15.991270949048872,-0.2293577981651376,1.5963302752293578,109,1,Elite
57,6.861702127659575,6.6228685982327775,97.30121275158623,38.52137230146077,-2.936170212765957,3.8297872340425534,94,1,Elite
58,15.0,3.754362541795624,97.62385969904716,17.26986450813746,6.090909090909091,0.0,22,0,Midfield
59,15.407407407407408,4.021664975329146,95.27563559275444,19.128485773161184,2.814814814814815,0.0,27,0,Midfield
60,13.842105263157896,3.0598322011860724,95.75274550733393,14.42108896488135,7.421052631578948,0.0,19,0,Midfield
62,15.0,3.696845502136473,92.7086302238894,11.328152025220184,6.230769230769231,0.0,13,0,Midfield
63,11.932584269662922,4.884571612390172,94.82788208237578,12.866508765435002,2.640449438202247,0.3146067415730337,89,0,Midfield
64,13.736842105263158,5.188110564364466,96.52577529927282,13.77249376620415,2.3026315789473686,0.131578947368421,76,0,Midfield
65,11.818181818181818,5.486172265286783,96.36669639977455,22.444305203483463,0.3766233766233766,0.4545454545454545,77,1,Elite
66,13.846153846153848,4.723101979387308,88.06426422978022,10.96955794934246,1.9230769230769231,0.0,13,0,Midfield
67,14.137254901960784,4.651965639783412,105.40392197322964,27.62785966290596,0.4901960784313725,0.5294117647058824,51,0,Midfield
68,14.392857142857142,3.71522678351,97.6183105083638,14.637749541852656,4.607142857142857,0.0,28,0,Midfield
69,13.73913043478261,3.991096811020839,99.35657150944594,11.110232863905692,6.565217391304348,0.0,23,0,Midfield
70,13.533333333333331,4.688384837121669,95.46473182263269,11.783730969250488,-0.3333333333333333,0.0,15,0,Midfield
71,9.63934426229508,6.625789982800153,95.30147921188288,14.2898684460391,-1.6721311475409837,2.1475409836065573,61,1,Elite
73,14.166666666666666,4.039658473152173,96.93090105815212,12.458008518962172,5.5,0.0,24,0,Midfield
74,15.071428571428571,3.604789244117539,98.95298903233096,17.48327948672512,5.285714285714286,0.0,14,0,Midfield
75,13.84375,4.711751780252189,98.33740379747633,22.70565852257188,4.34375,0.0625,32,0,Midfield
76,15.142857142857142,5.022805135436913,96.4925545465151,13.758832902863023,1.0476190476190477,0.0476190476190476,21,0,Midfield
77,8.033333333333333,4.88123312100633,96.22976875308294,13.793411157266489,-0.7333333333333333,1.6,30,1,Elite
79,14.625,4.069952841131241,101.16656706209484,20.362311244282782,2.9375,0.0,32,0,Midfield
83,12.214285714285714,2.293085641279401,98.59389637465422,11.777324870042364,6.214285714285714,0.0,14,0,Midfield
84,10.625,4.759201613716317,99.1538913899334,13.422135846667494,0.5,0.5,16,1,Elite
153,13.38095238095238,4.344620340158176,104.71443027842284,24.40661787974049,1.738095238095238,0.7380952380952381,42,0,Midfield
154,12.688622754491018,5.1890805086742695,100.22446546393545,17.258075700426044,-1.0179640718562877,2.2934131736526946,167,1,Elite
155,13.289855072463768,5.528273449425987,107.27462219908756,25.319781662639453,0.8695652173913043,1.8115942028985508,69,0,Midfield
807,11.285046728971963,4.566469007853232,100.08737715648353,18.950539732987924,-0.9158878504672896,2.630841121495327,214,1,Elite
808,13.77777777777778,4.449577748322282,106.07905185114866,26.891045757595904,0.8888888888888888,1.1851851851851851,54,0,Midfield
810,18.823529411764707,2.627624738181973,121.43898687817222,51.64763487201648,3.294117647058824,0.0,17,0,Midfield
811,15.27906976744186,4.895700647338431,107.30855490811432,23.820761932354444,1.5348837209302326,0.7674418604651163,43,0,Midfield
812,17.6,2.547329756605707,102.0597592995328,11.533413956728804,5.3,0.0,10,0,Midfield
813,14.7,4.547996225033759,106.4121951339417,24.56481784421445,-0.5888888888888889,0.8444444444444444,90,0,Midfield
814,11.701754385964913,4.7957008734040025,104.94646791013952,22.20444246495428,0.3333333333333333,2.1052631578947367,57,1,Elite
815,8.934065934065934,5.107957023264689,101.24367844122612,23.87763852796449,0.5128205128205128,5.805860805860806,273,1,Elite
816,18.57894736842105,2.5887746881420397,114.10362431306888,30.21104302303817,2.9473684210526314,0.0,19,0,Midfield
817,10.047619047619047,5.640430520791368,100.50569553401192,19.50540437787396,-0.1626984126984127,5.238095238095238,252,1,Elite
818,14.035087719298245,4.8585892730617575,103.96586416932956,19.77720411919271,0.087719298245614,0.8947368421052632,57,0,Midfield
819,18.157894736842103,2.573527558960329,103.65173841691151,18.07910049611593,2.4473684210526314,0.0,38,0,Midfield
820,17.606060606060606,2.3040642615196565,106.65334523109094,19.886692514606445,2.5454545454545454,0.0,33,0,Midfield
821,15.10344827586207,3.343963690584027,109.93711986729578,55.89555580395273,0.1206896551724138,0.1034482758620689,58,0,Midfield
822,8.881147540983607,5.980611086318555,100.25171382358305,22.36291923369832,-0.9959016393442623,7.327868852459017,244,1,Elite
823,17.88235294117647,2.521962354526145,107.28543576906996,17.828306376469996,1.411764705882353,0.0,17,0,Midfield
824,16.870967741935484,2.4595654830866764,107.17872114271276,20.71335943725025,1.870967741935484,0.064516129032258,31,0,Midfield
825,13.488888888888887,3.958568796289847,99.16144261347262,17.51238526704552,-0.5388888888888889,0.9888888888888888,180,0,Midfield
826,12.12962962962963,4.5551502998328335,101.26862352493704,19.057305458583777,-0.2407407407407407,1.851851851851852,108,1,Elite
828,14.884210526315789,3.3639615636947573,105.0321851023179,38.74805021523136,1.9684210526315788,0.1894736842105263,95,0,Midfield
829,16.41176470588235,1.7698454568623982,107.69003591239154,23.15067297350473,1.3529411764705883,0.0,17,0,Midfield
830,5.198019801980198,5.569139919448244,98.42815767728354,19.060157109869863,-0.2178217821782178,14.418316831683168,202,1,Elite
831,14.236842105263158,3.766381951080171,106.97599877374148,30.050828675279124,1.8157894736842104,0.5,38,0,Midfield
832,8.808080808080808,5.132115993634316,99.48835117473374,20.75037843723307,-0.2676767676767677,6.068181818181818,198,1,Elite
833,15.75,2.0943647333651407,101.3633968110794,13.7233438347756,2.4166666666666665,0.0,12,0,Midfield
835,14.969696969696969,3.9724429549463673,102.16450672693249,17.33193010115846,1.5454545454545454,0.2727272727272727,33,0,Midfield
836,15.805555555555555,3.267322577493203,103.22707337110626,22.019795629071503,1.5833333333333333,0.1666666666666666,36,0,Midfield
837,18.3,2.0575065816014617,97.72672119623148,16.30688036917888,1.2,0.0,10,0,Midfield
838,12.948717948717947,3.008310576322985,98.12782119093504,16.53083136992952,2.358974358974359,0.6410256410256411,39,0,Midfield
839,10.80952380952381,4.524413733811618,99.7118749063805,20.52705470500596,0.2789115646258503,2.993197278911565,147,1,Elite
840,12.074534161490684,4.193078813698618,102.57323547073172,55.56927494524975,1.1490683229813663,1.7763975155279503,161,0,Midfield
841,13.885245901639344,2.98383623688107,100.89667269119433,26.38265242992904,0.4590163934426229,0.3442622950819672,61,0,Midfield
842,11.013422818791948,4.548517098983587,99.60002028788524,21.485217509542736,-0.4630872483221476,2.859060402684564,149,1,Elite
843,14.772727272727272,3.5041719106260723,100.7980941874944,22.43223093407348,0.4545454545454545,0.1818181818181818,22,0,Midfield
844,6.929078014184397,5.496291464083398,98.00224768165884,19.529168094143376,-0.5886524822695035,9.666666666666666,141,1,Elite
845,15.052631578947368,2.320768172886017,95.13914429328128,13.42308324932877,1.368421052631579,0.0526315789473684,19,0,Midfield
846,7.818897637795276,4.981580871721577,99.68640635551728,22.741207788853405,-0.5669291338582677,7.480314960629921,127,1,Elite
847,10.428571428571429,5.8847988192339376,98.74511048094048,20.697332649346038,-0.5714285714285714,5.26984126984127,126,1,Elite
848,11.43877551020408,4.3507703466028405,96.77698016902282,14.561935116229474,-0.1020408163265306,2.4285714285714284,98,1,Elite
849,15.864406779661016,2.725724371413728,102.9860127419551,26.712941606338664,0.7966101694915254,0.1525423728813559,59,0,Midfield
852,13.132530120481928,3.91921807886362,101.83849940641284,24.47057073989181,-1.0120481927710845,1.0240963855421688,83,0,Midfield
853,17.65,1.694418080515829,137.02848876579995,124.07158623925297,0.75,0.0,20,2,Backmarker
854,15.46341463414634,3.042183105728596,103.49020115640928,29.79889518759308,0.2195121951219512,0.2926829268292683,41,0,Midfield
855,14.651515151515152,3.020404579331024,101.11575607213264,24.901886452038227,0.4545454545454545,0.2272727272727272,66,0,Midfield
856,15.9,2.4698178070456938,95.21042905108926,15.266577688522611,-1.3,0.0,10,0,Midfield
857,7.340909090909091,4.605068904962263,97.2275954868895,15.64385642460993,-0.0909090909090909,7.886363636363637,44,1,Elite
858,16.457142857142856,2.9037790503254963,97.65526644986753,14.046637862156796,-0.0571428571428571,0.0285714285714285,35,0,Midfield
859,12.9,3.446415206816755,98.31135582876236,7.803113795533423,0.0,0.6,10,0,Midfield
